-0.493337087,"-0.493337,"
-0.487985329,"-0.487985,"
-0.482615163,"-0.482615,"
-0.477226792,"-0.477227,"
-0.471820418,"-0.471820,"
-0.466396245,"-0.466396,"
-0.460954479,"-0.460954,"
-0.455495324,"-0.455495,"
-0.450018986,"-0.450019,"
-0.444525672,"-0.444526,"
-0.439015589,"-0.439016,"
-0.433488946,"-0.433489,"
-0.427945949,"-0.427946,"
-0.42238681,"-0.422387,"
-0.416811736,"-0.416812,"
-0.411220939,"-0.411221,"
-0.40561463,"-0.405615,"
-0.399993019,"-0.399993,"
-0.39435632,"-0.394356,"
-0.388704744,"-0.388705,"
-0.383038505,"-0.383039,"
-0.377357817,"-0.377358,"
-0.371662894,"-0.371663,"
-0.36595395,"-0.365954,"
-0.360231202,"-0.360231,"
-0.354494864,"-0.354495,"
-0.348745154,"-0.348745,"
-0.342982288,"-0.342982,"
-0.337206484,"-0.337206,"
-0.331417959,"-0.331418,"
-0.325616932,"-0.325617,"
-0.319803622,"-0.319804,"
-0.313978248,"-0.313978,"
-0.308141029,"-0.308141,"
-0.302292187,"-0.302292,"
-0.296431941,"-0.296432,"
-0.290560513,"-0.290561,"
-0.284678124,"-0.284678,"
-0.278784997,"-0.278785,"
-0.272881352,"-0.272881,"
-0.266967414,"-0.266967,"
-0.261043404,"-0.261043,"
-0.255109548,"-0.255110,"
-0.249166068,"-0.249166,"
-0.243213188,"-0.243213,"
-0.237251134,"-0.237251,"
-0.23128013,"-0.231280,"
-0.225300402,"-0.225300,"
-0.219312174,"-0.219312,"
-0.213315673,"-0.213316,"
-0.207311125,"-0.207311,"
-0.201298757,"-0.201299,"
-0.195278796,"-0.195279,"
-0.189251467,"-0.189251,"
-0.183217,"-0.183217,"
-0.177175621,"-0.177176,"
-0.171127559,"-0.171128,"
-0.165073041,"-0.165073,"
-0.159012296,"-0.159012,"
-0.152945552,"-0.152946,"
-0.146873039,"-0.146873,"
-0.140794986,"-0.140795,"
-0.134711621,"-0.134712,"
-0.128623175,"-0.128623,"
-0.122529876,"-0.122530,"
-0.116431955,"-0.116432,"
-0.110329642,"-0.110330,"
-0.104223167,"-0.104223,"
-0.098112761,"-0.098113,"
-0.091998653,"-0.091999,"
-0.085881075,"-0.085881,"
-0.079760257,"-0.079760,"
-0.073636431,"-0.073636,"
-0.067509826,"-0.067510,"
-0.061380675,"-0.061381,"
-0.055249209,"-0.055249,"
-0.049115658,"-0.049116,"
-0.042980255,"-0.042980,"
-0.03684323,"-0.036843,"
-0.030704815,"-0.030705,"
-0.024565242,"-0.024565,"
-0.018424742,"-0.018425,"
-0.012283548,"-0.012284,"
-0.00614189,"-0.006142,"
-2.45E-16,"0.000000,"
